mass_A
t,x,y
0.000000000E0,8.983177570E2,-8.164485981E2
1.018952517E-1,8.980330598E2,-8.167096199E2
2.037905034E-1,8.982003682E2,-8.175780195E2
3.056857550E-1,8.982949007E2,-8.175022296E2
4.075810067E-1,8.977774179E2,-8.169700508E2
5.094762584E-1,8.991370166E2,-8.172447153E2
6.113715101E-1,8.995277207E2,-8.162910197E2
7.132667618E-1,8.984167426E2,-8.155145621E2
8.151620135E-1,8.985404048E2,-8.152738559E2
9.170572651E-1,8.992700869E2,-8.160898209E2
1.018952517E0,9.002568447E2,-8.163735815E2
1.120847768E0,9.008277759E2,-8.155137191E2
1.222743020E0,9.014328772E2,-8.146171432E2
1.324638272E0,9.015988910E2,-8.144662447E2
1.426533524E0,9.015969015E2,-8.148436386E2
1.528428775E0,9.013480314E2,-8.152982698E2
1.630324027E0,9.013456675E2,-8.163771611E2
1.732219279E0,9.011815287E2,-8.164067307E2
1.834114530E0,9.011357392E2,-8.166409118E2
1.936009782E0,9.012748197E2,-8.174115389E2
2.037905034E0,9.017487536E2,-8.172677848E2
2.139800285E0,9.021322603E2,-8.165120823E2
2.241695537E0,9.021401052E2,-8.155313512E2
2.343590789E0,9.026023649E2,-8.153609633E2
2.445486040E0,9.023270791E2,-8.154938141E2
2.547381292E0,9.021971891E2,-8.155431512E2
2.649276544E0,9.023470823E2,-8.157393729E2
2.751171795E0,9.028423493E2,-8.154620084E2
2.853067047E0,9.034493751E2,-8.154854979E2
2.954962299E0,9.023836065E2,-8.155063029E2
3.056857550E0,9.024945097E2,-8.165211584E2
3.158752802E0,9.032072636E2,-8.165320588E2
3.260648054E0,9.036497711E2,-8.153419694E2
3.362543305E0,9.041268580E2,-8.156124495E2
3.464438557E0,9.033924241E2,-8.157325210E2
3.566333809E0,9.029868264E2,-8.147517425E2
3.668229061E0,9.033677368E2,-8.142854140E2
3.770124312E0,9.034761419E2,-8.142099228E2
3.872019564E0,9.020781782E2,-8.123515429E2
3.973914816E0,9.006885739E2,-8.103820574E2
4.075810067E0,9.010679833E2,-8.102318550E2
4.177705319E0,9.024194223E2,-8.106649140E2
4.279600571E0,9.023347198E2,-8.111675178E2
4.381495822E0,9.016632549E2,-8.112411314E2
4.483391074E0,9.034160738E2,-8.110400673E2
