3.995082975E0,5.066355010E2,-2.555693446E2
4.097521000E0,5.071960939E2,-2.547632047E2
4.199959025E0,5.072618967E2,-2.545477851E2
4.302397050E0,5.073793414E2,-2.538437960E2
4.404835075E0,5.074582677E2,-2.537007603E2
4.507273100E0,5.081024491E2,-2.540638806E2
4.609711125E0,5.082795891E2,-2.544221551E2
4.712149150E0,5.081843549E2,-2.545326372E2
4.814587175E0,5.080037778E2,-2.547113534E2
4.917025200E0,5.082799788E2,-2.547050413E2
5.019463225E0,5.082265907E2,-2.546297901E2
5.121901250E0,5.079964826E2,-2.546464951E2
5.224339275E0,5.073873015E2,-2.547926876E2
5.326777300E0,5.078747497E2,-2.550749488E2
5.429215325E0,5.084877403E2,-2.556703319E2
5.531653350E0,5.086580920E2,-2.556471209E2
5.634091375E0,5.088755581E2,-2.555951058E2
5.736529400E0,5.091766219E2,-2.555390689E2
5.838967425E0,5.091459846E2,-2.557249864E2
5.941405450E0,5.089943258E2,-2.558822506E2
6.043843475E0,5.092652662E2,-2.565328137E2
6.146281500E0,5.099538426E2,-2.564522622E2
6.248719525E0,5.104362752E2,-2.559414584E2
6.351157550E0,5.107240615E2,-2.559397108E2
6.453595575E0,5.110749054E2,-2.566508880E2
6.556033600E0,5.113684620E2,-2.567662468E2
6.658471625E0,5.118572910E2,-2.571745983E2
6.760909650E0,5.122742140E2,-2.568632473E2
6.863347675E0,5.122804499E2,-2.568008154E2
6.965785700E0,5.121785628E2,-2.571281189E2
7.068223725E0,5.121956673E2,-2.575182545E2
7.170661750E0,5.123959374E2,-2.570043303E2
7.273099775E0,5.128368870E2,-2.567640489E2
7.375537800E0,5.140671735E2,-2.575226509E2
7.477975825E0,5.146121229E2,-2.577167816E2
7.580413850E0,5.143638139E2,-2.576586503E2
7.682851875E0,5.142063930E2,-2.569058282E2
7.785289900E0,5.142262325E2,-2.566600832E2
7.887727925E0,5.145705261E2,-2.564348537E2
7.990165950E0,5.152903334E2,-2.561555047E2
8.092603975E0,5.156185369E2,-2.557825460E2
8.195042000E0,5.161643510E2,-2.557923988E2
8.297480025E0,5.163884795E2,-2.556846096E2
8.399918050E0,5.172769166E2,-2.555459870E2
8.502356075E0,5.181830634E2,-2.556109711E2
8.604794100E0,5.189525574E2,-2.558616922E2
8.707232125E0,5.193372372E2,-2.559203787E2
8.809670150E0,5.202537921E2,-2.559466139E2
8.912108175E0,5.208882749E2,-2.560308832E2
9.014546200E0,5.213639321E2,-2.558208937E2
9.116984225E0,5.221359894E2,-2.564947670E2
9.219422250E0,5.222229810E2,-2.567081291E2
9.321860275E0,5.224237093E2,-2.569074328E2
9.424298300E0,5.232107807E2,-2.564636240E2
9.526736325E0,5.233783515E2,-2.562925317E2
9.629174350E0,5.231909359E2,-2.560556847E2
9.731612375E0,5.233429241E2,-2.565863988E2
9.834050400E0,5.236645928E2,-2.567585245E2
9.936488425E0,5.240054895E2,-2.568542934E2
1.003892645E1,5.235021312E2,-2.567499900E2
1.014136447E1,5.236266751E2,-2.566473617E2
1.024380250E1,5.239368352E2,-2.569025719E2
1.034624052E1,5.243866004E2,-2.567419455E2
1.044867855E1,5.252101322E2,-2.568606885E2
1.055111657E1,5.261976118E2,-2.566412577E2
1.065355460E1,5.262977106E2,-2.566648959E2
1.075599262E1,5.265090577E2,-2.566345960E2
1.085843065E1,5.265312297E2,-2.567143325E2
1.096086867E1,5.267480335E2,-2.568295168E2
1.106330670E1,5.271487222E2,-2.566691365E2
1.116574472E1,5.272830979E2,-2.569275756E2
1.126818275E1,5.283115004E2,-2.567949213E2
1.137062077E1,5.292727729E2,-2.567141890E2
1.147305880E1,5.291778162E2,-2.566804487E2
1.157549682E1,5.293107547E2,-2.567019297E2
1.167793485E1,5.293890628E2,-2.568220958E2
1.178037287E1,5.301476933E2,-2.569378063E2
1.188281090E1,5.312369313E2,-2.574290864E2
1.198524892E1,5.316812317E2,-2.577015070E2
1.208768695E1,5.322213466E2,-2.576755046E2
1.219012497E1,5.323920112E2,-2.570028797E2
1.229256300E1,5.331194023E2,-2.572505199E2
1.239500102E1,5.332076417E2,-2.575169271E2
