0.000000000E0,3.128971963E2,-1.022803738E3
1.018952517E-1,3.142011302E2,-1.022115242E3
2.037905034E-1,3.148414858E2,-1.022839669E3
3.056857550E-1,3.149697223E2,-1.023791560E3
4.075810067E-1,3.150263833E2,-1.023698754E3
5.094762584E-1,3.145023912E2,-1.023900483E3
6.113715101E-1,3.149519137E2,-1.023831945E3
7.132667618E-1,3.149368477E2,-1.023741275E3
8.151620135E-1,3.144863491E2,-1.023845546E3
9.170572651E-1,3.141238045E2,-1.023010348E3
1.018952517E0,3.138894244E2,-1.022469726E3
1.120847768E0,3.128210623E2,-1.022544535E3
1.222743020E0,3.129051708E2,-1.022763974E3
1.324638272E0,3.122068983E2,-1.022870018E3
1.426533524E0,3.118493962E2,-1.022568735E3
1.528428775E0,3.119056579E2,-1.021941673E3
1.630324027E0,3.120159705E2,-1.021995154E3
1.732219279E0,3.122177132E2,-1.021861419E3
1.834114530E0,3.131052568E2,-1.022362000E3
1.936009782E0,3.132493414E2,-1.021760837E3
2.037905034E0,3.135817655E2,-1.021924853E3
2.139800285E0,3.140125837E2,-1.021764080E3
2.241695537E0,3.131833868E2,-1.021970364E3
2.343590789E0,3.125532247E2,-1.022435057E3
2.445486040E0,3.127935817E2,-1.022729389E3
2.547381292E0,3.117978662E2,-1.022860707E3
2.649276544E0,3.116979698E2,-1.022555718E3
2.751171795E0,3.115945927E2,-1.021837071E3
2.853067047E0,3.120149776E2,-1.021741597E3
2.954962299E0,3.119456140E2,-1.021836170E3
3.056857550E0,3.119474282E2,-1.021826038E3
3.158752802E0,3.119298999E2,-1.022727917E3
3.260648054E0,3.116586371E2,-1.022832208E3
3.362543305E0,3.120588621E2,-1.022823269E3
3.464438557E0,3.128415828E2,-1.023153075E3
3.566333809E0,3.129048582E2,-1.023050695E3
3.668229061E0,3.131000111E2,-1.023274785E3
3.770124312E0,3.138294683E2,-1.022704602E3
3.872019564E0,3.141439861E2,-1.022824791E3
3.973914816E0,3.147355345E2,-1.023699102E3
4.075810067E0,3.149119681E2,-1.023719716E3
4.177705319E0,3.148600678E2,-1.023801439E3
4.279600571E0,3.159025720E2,-1.023831906E3
4.381495822E0,3.160532291E2,-1.023982811E3
4.483391074E0,3.158701981E2,-1.024082098E3
4.585286326E0,3.160367643E2,-1.023704954E3
4.687181577E0,3.166820197E2,-1.023470246E3
4.789076829E0,3.171104014E2,-1.023813120E3
4.890972081E0,3.177963307E2,-1.023344810E3
4.992867332E0,3.178758767E2,-1.024153343E3
5.094762584E0,3.177246848E2,-1.023871077E3
5.196657836E0,3.185768024E2,-1.023672263E3
5.298553087E0,3.189650631E2,-1.023845834E3
5.400448339E0,3.198288227E2,-1.023412166E3
5.502343591E0,3.199667626E2,-1.022570940E3
5.604238842E0,3.189049876E2,-1.022734053E3
5.706134094E0,3.187649289E2,-1.022643526E3
5.808029346E0,3.186854412E2,-1.022714980E3
5.909924598E0,3.187416827E2,-1.021948626E3
6.011819849E0,3.199908051E2,-1.021311533E3
6.113715101E0,3.205919739E2,-1.020832740E3
6.215610353E0,3.202277880E2,-1.019737927E3
6.317505604E0,3.201649295E2,-1.018779667E3
6.419400856E0,3.203403552E2,-1.019058090E3
6.521296108E0,3.209962578E2,-1.019426791E3
6.623191359E0,3.208659671E2,-1.017817034E3
6.725086611E0,3.214588220E2,-1.017047525E3
6.826981863E0,3.219350922E2,-1.016783447E3
6.928877114E0,3.211820530E2,-1.017476472E3
7.030772366E0,3.207724040E2,-1.017850581E3
7.132667618E0,3.208231020E2,-1.017779933E3
7.234562869E0,3.217722578E2,-1.018749465E3
7.336458121E0,3.218620614E2,-1.018777634E3
7.438353373E0,3.210802638E2,-1.018318289E3
7.540248624E0,3.204250159E2,-1.016916699E3
7.642143876E0,3.200290779E2,-1.016711077E3
7.744039128E0,3.198594687E2,-1.017548918E3
7.845934379E0,3.200271632E2,-1.016731727E3
7.947829631E0,3.211492245E2,-1.016802141E3
8.049724883E0,3.221439408E2,-1.016207726E3
8.151620135E0,3.219491062E2,-1.016655709E3
8.253515386E0,3.218678252E2,-1.015980327E3
8.355410638E0,3.218616012E2,-1.015312615E3
8.457305890E0,3.218153830E2,-1.015125629E3
8.559201141E0,3.211994564E2,-1.014913701E3
8.661096393E0,3.213765942E2,-1.014771448E3
8.762991645E0,3.208026252E2,-1.014904870E3
8.864886896E0,3.210577777E2,-1.015672189E3
8.966782148E0,3.213806407E2,-1.015786029E3
9.068677400E0,3.211194884E2,-1.016055177E3
9.170572651E0,3.209382440E2,-1.016840822E3
9.272467903E0,3.208474503E2,-1.016235714E3
9.374363155E0,3.216027023E2,-1.015749570E3
9.476258406E0,3.227900316E2,-1.014901688E3
9.578153658E0,3.229412108E2,-1.014780134E3
9.680048910E0,3.237752778E2,-1.015742288E3
9.781944161E0,3.247897245E2,-1.016767567E3
9.883839413E0,3.255549108E2,-1.015766193E3
9.985734665E0,3.254443631E2,-1.014744618E3
1.008762992E1,3.250200343E2,-1.014261122E3
1.018952517E1,3.249144294E2,-1.013680473E3
